1000,   2.977422088755422
1050,   3.0099874407977367
1100,   3.012800617641382
1150,   3.0227469381062293
1200,   3.0416805671392826
1250,   3.0727263410728582
1300,   3.058762756360909
1350,   3.0688458757744645
1400,   3.0771646414105316
1450,   3.1001305696358172
1500,   3.103756874953673
1550,   3.11602740581853
1600,   3.1241877736085057
1650,   3.142560351850831
1700,   3.131486110630244
1750,   3.166513654060824
1800,   3.1443145368826304
1850,   3.1607565813514973
1900,   3.174990715334941
1950,   3.1983004214302313
2000,   3.2008612639653164
2050,   3.1973310796065504
2100,   3.2049728895846097
2150,   3.222946890747815
2200,   3.223852164206871
2250,   3.238853548078982
2300,   3.22922140060896
2350,   3.243588429058389
2400,   3.2498857162706685
2450,   3.257957850351247
2500,   3.259983780178738
2550,   3.2833106921335293
2600,   3.2690697605587946
2650,   3.2672991588139344
2700,   3.283777347806
2750,   3.2878975274755557
2800,   3.270179570935198
2850,   3.2868895416263837
2900,   3.314335977923422
2950,   3.3331062717803412
3000,   3.3072776851543106
3050,   3.3192014581507507
3100,   3.3268643023937656
3150,   3.3206854615809838
3200,   3.3281300145878916
3250,   3.3525395585229383
3300,   3.361744146527414
3350,   3.361561377941585
3400,   3.344503804463827
3450,   3.343704021189367
3500,   3.3557217164087696
3550,   3.365143074092153
3600,   3.368762001790621
3650,   3.363892728476307
3700,   3.392875357108934
3750,   3.386588091639252
3800,   3.3833155077744372
3850,   3.40143544339959
3900,   3.387594057647918
3950,   3.4106006434358753
4000,   3.4128216220721845
