50,   0.2954395218345688
100,   0.1886065720541869
150,   0.154370997118401
200,   0.12309564040469279
250,   0.10666864239954088
300,   0.09269514297764828
350,   0.08405535096457906
400,   0.07607889117453454
450,   0.07483001032635199
500,   0.06513558838425279
550,   0.06016343017778826
600,   0.05601519630011139
650,   0.05891633141629412
700,   0.053873437389548695
750,   0.05011748134167708
800,   0.04564936393114386
850,   0.04422507132522436
900,   0.04299585085268726
950,   0.04303374888265237
1000,   0.040929334151386
1050,   0.03972765986674382
1100,   0.0371443799760698
1150,   0.03681807816661537
1200,   0.036378103232007845
1250,   0.03320543368884172
1300,   0.033919328601319805
1350,   0.03324383411728501
1400,   0.03260731224520515
1450,   0.03178127803613494
1500,   0.02999700389336756
