5,   1.753696134374636
10,   0.9531409717439652
15,   0.7449606165343571
20,   0.5956123720539714
25,   0.6644989002410724
30,   0.4117529917366728
35,   0.5695720360331732
40,   0.6049681310120218
45,   0.41074762534823955
50,   0.4900695366388906
55,   0.45807012091841637
60,   0.47788476564211846
65,   0.34295036064612583
70,   0.44160477379347396
75,   0.4403206665514449
80,   0.34965582051222877
85,   0.3572758079236748
90,   0.33886321048946627
95,   0.4300352910643829
100,   0.4417178286477884
