50,   0.3993474183225427
100,   0.40846782975858675
150,   0.41044558455804914
200,   0.408323490949933
250,   0.40909897749064006
300,   0.4090055842165088
350,   0.4105627676502014
400,   0.4092693040054882
450,   0.40955603177712385
500,   0.4097597671382378
550,   0.4097533828983492
600,   0.4097782469615688
650,   0.41001221777207314
700,   0.4100426674340929
750,   0.41030531054697206
800,   0.40994155012267475
850,   0.4098975461609988
900,   0.4100029801056436
950,   0.41030487886077505
1000,   0.4101183863282052
