5,   0.0018491469734084394
10,   0.0025451675514894865
15,   0.0028577127340016057
20,   0.003203388613610077
25,   0.004246186153882859
30,   0.003309981471453134
35,   0.005375935969875852
40,   0.00652288831545941
45,   0.004927687818042145
50,   0.006451538218761637
55,   0.006355646833252966
60,   0.007629287693080087
65,   0.005664864207941963
70,   0.00859040518710591
75,   0.008614808236136355
80,   0.007506556712658983
85,   0.007753282226272907
90,   0.008456116408945474
95,   0.010419262966024058
100,   0.011871667076338605
